vehicle_id,destination,platform_name,predictor_delay_seconds,current_location_hex,destination_location_hex,distance_travel_miles,sin_time,cos_time
12,15,0,-2.466666666666667,63,15,0.029805924401974392,0.7798844830928818,-0.6259234721840591
9,10,0,2.2419841444615725,57,13,0.4620798762482974,-0.004726915787816701,-0.9999888280711614
2,13,0,2.2419841444615725,88,19,0.23173186673342006,-0.004726915787816701,-0.9999888280711614
13,14,0,-0.1166666666666666,8,2,0.07477805632007126,0.7853169308807448,-0.6190939493098341
5,17,5,-4.616666666666666,95,20,0.880945431795262,0.7688418320734596,-0.6394390019805847
14,18,0,4.666666666666667,43,6,0.7799660585131635,0.788010753606722,-0.6156614753256583
13,14,0,-0.1166666666666666,8,2,0.012761418523906552,0.7853169308807448,-0.6190939493098341
7,0,7,2.2419841444615725,60,12,0.8159915471197601,0.7798844830928818,-0.6259234721840591
6,6,4,5.166666666666667,22,0,0.6318400327520408,0.796002002534622,-0.6052939880428942
11,15,4,5.4,58,15,0.5380392109445142,0.7906895737438435,-0.6122172800344491
3,18,3,2.2419841444615725,24,6,0.003962323794860232,-0.004726915787816701,-0.9999888280711614
4,16,0,2.2419841444615725,71,17,1.6676635250371445,-0.004726915787816701,-0.9999888280711614
16,2,0,2.2419841444615725,39,9,0.004020912979165194,-0.004726915787816701,-0.9999888280711614
5,17,5,-4.616666666666666,96,20,0.48733499266013125,0.7688418320734596,-0.6394390019805847
12,7,0,-3.1666666666666665,63,14,0.5344447265036376,0.7716245833877202,-0.6360782202777637
6,6,4,5.166666666666667,21,0,0.5099970095071961,0.796002002534622,-0.6052939880428942
11,15,4,5.4,58,15,0.5380367636186119,0.7906895737438435,-0.6122172800344491
2,13,0,2.2419841444615725,86,19,0.0017076343046010327,-0.004726915787816701,-0.9999888280711614
7,0,7,2.2419841444615725,60,12,0.7456919113804852,0.7798844830928818,-0.6259234721840591
4,16,0,2.2419841444615725,71,17,1.5777881662767106,-0.004726915787816701,-0.9999888280711614
9,10,0,2.2419841444615725,55,13,0.28767263571111257,-0.004726915787816701,-0.9999888280711614
12,7,0,-3.1666666666666665,65,14,0.43707041976974303,0.7716245833877202,-0.6360782202777637
6,6,4,5.166666666666667,3,0,0.3133023436931067,0.796002002534622,-0.6052939880428942
0,1,4,4.65,51,11,0.033779211446991274,0.796002002534622,-0.6052939880428942
7,0,7,2.2419841444615725,59,12,0.7168483482684948,0.7798844830928818,-0.6259234721840591
11,15,4,5.4,64,15,0.42456382037566487,0.7906895737438435,-0.6122172800344491
12,7,0,-3.1666666666666665,64,14,0.338216471457859,0.7716245833877202,-0.6360782202777637
1,4,0,0.8,10,3,0.009145713963710096,0.7853169308807448,-0.6190939493098341
9,10,0,2.2419841444615725,55,13,0.2560312398298244,-0.004726915787816701,-0.9999888280711614
7,0,7,2.2419841444615725,59,12,0.65328313854842,0.7798844830928818,-0.6259234721840591
12,7,0,-3.1666666666666665,58,14,0.1534898353450378,0.7716245833877202,-0.6360782202777637
9,10,0,2.2419841444615725,55,13,0.16998844376490818,-0.004726915787816701,-0.9999888280711614
3,9,3,2.2419841444615725,27,10,0.7210488589319394,-0.004726915787816701,-0.9999888280711614
6,6,4,5.166666666666667,2,0,0.006409149441748471,0.796002002534622,-0.6052939880428942
4,16,0,2.2419841444615725,70,17,1.450520580094955,-0.004726915787816701,-0.9999888280711614
5,17,5,-4.616666666666666,94,20,0.016170297634366355,0.7688418320734596,-0.6394390019805847
13,6,0,1.0666666666666669,8,0,0.5323711201340527,0.777145961456971,-0.6293203910498373
2,11,2,2.2419841444615725,85,7,3.161221553855691,-0.004726915787816701,-0.9999888280711614
14,18,0,4.666666666666667,42,6,0.7504268448916296,0.788010753606722,-0.6156614753256583
0,11,5,4.766666666666667,49,7,0.6436717252036136,0.782608156852414,-0.6225146366376194
11,15,4,5.4,64,15,0.25010080950920416,0.7906895737438435,-0.6122172800344491
13,6,0,1.0666666666666669,1,0,0.47533591207510206,0.777145961456971,-0.6293203910498373
12,7,0,-3.1666666666666665,58,14,0.030210895880428832,0.7716245833877202,-0.6360782202777637
13,6,0,1.0666666666666669,1,0,0.38865138688909034,0.777145961456971,-0.6293203910498373
2,11,2,2.2419841444615725,33,7,2.6362079540134715,-0.004726915787816701,-0.9999888280711614
8,7,4,3.4,53,14,0.8968545021424646,0.7743926440821857,-0.632705328562516
1,20,0,-0.25,9,1,0.6010104451473044,0.7743926440821857,-0.632705328562516
8,7,4,3.4,53,14,0.8758666367786564,0.7743926440821857,-0.632705328562516
14,18,0,4.666666666666667,44,6,0.5497019903953301,0.788010753606722,-0.6156614753256583
7,0,7,2.2419841444615725,61,12,0.4766575491904779,0.7798844830928818,-0.6259234721840591
0,11,5,4.766666666666667,50,7,0.5397325591734933,0.782608156852414,-0.6225146366376194
8,7,4,3.4,52,14,0.7281925591880485,0.7743926440821857,-0.632705328562516
6,14,4,5.15,2,2,0.46657357369381736,0.788010753606722,-0.6156614753256583
1,20,0,-0.25,12,1,0.4957214024992242,0.7743926440821857,-0.632705328562516
2,11,2,2.2419841444615725,32,7,2.493637846691693,-0.004726915787816701,-0.9999888280711614
9,10,0,2.2419841444615725,54,13,0.04984515690365811,-0.004726915787816701,-0.9999888280711614
7,0,7,2.2419841444615725,61,12,0.3512682702320554,0.7798844830928818,-0.6259234721840591
14,18,0,4.666666666666667,27,6,0.23091463599441536,0.788010753606722,-0.6156614753256583
1,20,0,-0.25,5,1,0.28753968494536836,0.7743926440821857,-0.632705328562516
3,9,3,2.2419841444615725,27,10,0.5872606114586902,-0.004726915787816701,-0.9999888280711614
6,14,4,5.15,0,2,0.38882283907153037,0.788010753606722,-0.6156614753256583
4,16,0,2.2419841444615725,74,17,1.3051258037822604,-0.004726915787816701,-0.9999888280711614
7,0,7,2.2419841444615725,62,12,0.20742827533768246,0.7798844830928818,-0.6259234721840591
9,10,0,2.2419841444615725,54,13,0.06856151604275544,-0.004726915787816701,-0.9999888280711614
7,0,7,2.2419841444615725,53,12,0.053646148063590304,0.7798844830928818,-0.6259234721840591
5,16,5,-4.283333333333333,94,17,1.1531649945056417,0.7575649843840495,-0.6527597524627226
1,20,0,-0.25,4,1,0.17053455753737157,0.7743926440821857,-0.632705328562516
6,14,4,5.15,1,2,0.22594272075178085,0.788010753606722,-0.6156614753256583
5,16,5,-4.283333333333333,92,17,1.099474187531153,0.7575649843840495,-0.6527597524627226
11,15,4,5.4,63,15,0.014046779692538853,0.7906895737438435,-0.6122172800344491
14,18,0,4.666666666666667,24,6,0.003662172454529043,0.788010753606722,-0.6156614753256583
12,0,7,2.2419841444615725,60,12,0.8159915471197601,0.7547095802227721,-0.6560590289905072
5,16,5,-4.283333333333333,78,17,0.7213432685570681,0.7575649843840495,-0.6527597524627226
1,20,0,-0.25,7,1,0.027447605291886574,0.7743926440821857,-0.632705328562516
4,16,0,2.2419841444615725,73,17,0.9126986547770305,-0.004726915787816701,-0.9999888280711614
2,11,2,2.2419841444615725,35,7,2.1727755872377306,-0.004726915787816701,-0.9999888280711614
13,6,0,1.0666666666666669,2,0,0.0009529825774679866,0.777145961456971,-0.6293203910498373
8,7,4,3.4,61,14,0.5605181595336688,0.7743926440821857,-0.632705328562516
6,14,4,5.15,8,2,0.012938510242878502,0.788010753606722,-0.6156614753256583
12,0,7,2.2419841444615725,60,12,0.7456919113804852,0.7547095802227721,-0.6560590289905072
0,11,5,4.766666666666667,31,7,0.19076177786483406,0.782608156852414,-0.6225146366376194
3,9,3,2.2419841444615725,26,10,0.4120859331777047,-0.004726915787816701,-0.9999888280711614
11,10,4,4.233333333333333,63,13,0.9594665414670115,0.777145961456971,-0.6293203910498373
5,16,5,-4.283333333333333,77,17,0.46405076365661974,0.7575649843840495,-0.6527597524627226
0,11,5,4.766666666666667,31,7,0.15900289974118156,0.782608156852414,-0.6225146366376194
16,19,0,2.2419841444615725,39,8,0.4670162387641455,-0.004726915787816701,-0.9999888280711614
2,11,2,2.2419841444615725,34,7,1.697233757245719,-0.004726915787816701,-0.9999888280711614
9,15,0,2.2419841444615725,54,15,0.9475387328770872,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,59,12,0.7168483482684948,0.7547095802227721,-0.6560590289905072
11,10,4,4.233333333333333,63,13,0.9327459189929194,0.777145961456971,-0.6293203910498373
9,15,0,2.2419841444615725,56,15,0.8319596859189976,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,59,12,0.65328313854842,0.7547095802227721,-0.6560590289905072
11,10,4,4.233333333333333,66,13,0.7278625440888198,0.777145961456971,-0.6293203910498373
5,16,5,-4.283333333333333,81,17,0.17752336542494493,0.7575649843840495,-0.6527597524627226
7,0,7,2.2419841444615725,53,12,0.03019874609632368,0.7798844830928818,-0.6259234721840591
7,0,7,2.2419841444615725,53,12,0.011127248895432148,0.7798844830928818,-0.6259234721840591
9,15,0,2.2419841444615725,67,15,0.5717217889775427,-0.004726915787816701,-0.9999888280711614
1,8,0,-1.1166666666666667,7,2,0.265683676850087,0.766044443118978,-0.6427876096865394
14,11,1,4.783333333333333,23,7,0.5610164805223612,0.7798844830928818,-0.6259234721840591
11,10,4,4.233333333333333,67,13,0.43631567859746156,0.777145961456971,-0.6293203910498373
4,16,0,2.2419841444615725,72,17,0.7260734675345082,-0.004726915787816701,-0.9999888280711614
16,19,0,2.2419841444615725,41,8,0.2839756760391009,-0.004726915787816701,-0.9999888280711614
3,9,3,2.2419841444615725,45,10,0.1614423925304502,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,61,12,0.4766575491904779,0.7547095802227721,-0.6560590289905072
5,16,5,-4.283333333333333,79,17,0.009769092377740679,0.7575649843840495,-0.6527597524627226
1,8,0,-1.1166666666666667,6,2,0.12469092107848014,0.766044443118978,-0.6427876096865394
0,11,5,4.766666666666667,28,7,0.0070662729725252645,0.782608156852414,-0.6225146366376194
8,7,4,3.4,59,14,0.35840653407684603,0.7743926440821857,-0.632705328562516
6,8,4,5.533333333333333,8,2,0.06996090732169508,0.782608156852414,-0.6225146366376194
1,8,0,-1.1166666666666667,6,2,0.018169169914528032,0.766044443118978,-0.6427876096865394
9,15,0,2.2419841444615725,66,15,0.2932265524913355,-0.004726915787816701,-0.9999888280711614
13,12,0,0.75,3,5,0.4291916693396745,0.7688418320734596,-0.6394390019805847
7,0,9,2.2419841444615725,53,12,0.029188027310104267,-0.004726915787816701,-0.9999888280711614
5,3,7,2.2419841444615725,79,16,1.6738524761618288,0.7343225094356858,-0.6788007455329416
14,11,1,4.783333333333333,25,7,0.4353428529059176,0.7798844830928818,-0.6259234721840591
16,19,0,2.2419841444615725,37,8,0.10633501334707254,-0.004726915787816701,-0.9999888280711614
13,12,0,0.75,21,5,0.24228980258410984,0.7688418320734596,-0.6394390019805847
2,11,2,2.2419841444615725,27,7,0.9615537559352048,-0.004726915787816701,-0.9999888280711614
14,11,1,4.783333333333333,25,7,0.3041857384884417,0.7798844830928818,-0.6259234721840591
11,10,4,4.233333333333333,54,13,0.13318376946057583,0.777145961456971,-0.6293203910498373
4,16,0,2.2419841444615725,76,17,0.5931736742003393,-0.004726915787816701,-0.9999888280711614
9,15,0,2.2419841444615725,63,15,0.011706095898416048,-0.004726915787816701,-0.9999888280711614
8,7,4,3.4,59,14,0.2722881020379223,0.7743926440821857,-0.632705328562516
9,15,0,2.2419841444615725,63,15,0.029805924401974392,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,61,12,0.3512682702320554,0.7547095802227721,-0.6560590289905072
6,8,4,5.533333333333333,6,2,0.019377164422908818,0.782608156852414,-0.6225146366376194
8,7,4,3.4,60,14,0.21169527706583027,0.7743926440821857,-0.632705328562516
13,12,0,0.75,20,5,0.011159593823019271,0.7688418320734596,-0.6394390019805847
14,11,1,4.783333333333333,28,7,0.006335385722420633,0.7798844830928818,-0.6259234721840591
3,9,3,2.2419841444615725,43,10,0.009873229758031885,-0.004726915787816701,-0.9999888280711614
8,7,4,3.4,60,14,0.1015655067147039,0.7743926440821857,-0.632705328562516
5,3,7,2.2419841444615725,75,16,1.5918416175139694,0.7343225094356858,-0.6788007455329416
16,19,0,2.2419841444615725,36,8,0.006441350370351037,-0.004726915787816701,-0.9999888280711614
9,7,0,2.2419841444615725,63,14,0.5344447265036376,-0.004726915787816701,-0.9999888280711614
11,10,4,4.233333333333333,54,13,0.04268393995070696,0.777145961456971,-0.6293203910498373
12,0,7,2.2419841444615725,62,12,0.20742827533768246,0.7547095802227721,-0.6560590289905072
4,16,0,2.2419841444615725,81,17,0.01726796751137515,-0.004726915787816701,-0.9999888280711614
0,13,5,0.55,29,19,3.1579127359664887,0.7402181274868322,-0.6723668074346679
8,7,4,3.4,58,14,0.03222750536926182,0.7743926440821857,-0.632705328562516
9,7,0,2.2419841444615725,65,14,0.43707041976974303,-0.004726915787816701,-0.9999888280711614
1,14,0,-1.0833333333333333,8,2,0.07477805632007126,0.760405965600031,-0.6494480483301835
9,7,0,2.2419841444615725,64,14,0.338216471457859,-0.004726915787816701,-0.9999888280711614
0,13,5,0.55,25,19,2.9971881433728265,0.7402181274868322,-0.6723668074346679
2,11,2,2.2419841444615725,29,7,0.17474708693654406,-0.004726915787816701,-0.9999888280711614
5,3,7,2.2419841444615725,76,16,1.2222962200679512,0.7343225094356858,-0.6788007455329416
1,14,0,-1.0833333333333333,8,2,0.012761418523906552,0.760405965600031,-0.6494480483301835
9,7,0,2.2419841444615725,58,14,0.1534898353450378,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,53,12,0.07153681281372641,0.7547095802227721,-0.6560590289905072
14,1,0,3.55,31,11,0.5958639256088916,0.7688418320734596,-0.6394390019805847
14,1,0,3.55,31,11,0.5207813657433569,0.7688418320734596,-0.6394390019805847
6,20,4,4.85,6,1,0.23757978481915462,0.7743926440821857,-0.632705328562516
12,0,7,2.2419841444615725,53,12,0.053646148063590304,0.7547095802227721,-0.6560590289905072
13,5,0,0.0833333333333333,13,4,0.750008937872559,0.7575649843840495,-0.6527597524627226
4,17,0,2.2419841444615725,81,20,1.1528903149902965,-0.004726915787816701,-0.9999888280711614
14,1,0,3.55,31,11,0.41923759309436337,0.7688418320734596,-0.6394390019805847
16,9,0,2.2419841444615725,36,10,0.4197505462003877,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,53,12,0.033116405458159776,0.7547095802227721,-0.6560590289905072
9,7,0,2.2419841444615725,58,14,0.030210895880428832,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,53,12,0.011433169035786528,0.7547095802227721,-0.6560590289905072
6,20,4,4.85,7,1,0.15342175032108105,0.7743926440821857,-0.632705328562516
4,17,0,2.2419841444615725,80,20,1.041676295317857,-0.004726915787816701,-0.9999888280711614
8,15,4,5.683333333333334,58,15,0.5380392109445142,0.766044443118978,-0.6427876096865394
13,5,0,0.0833333333333333,15,4,0.50348465374608,0.7575649843840495,-0.6527597524627226
12,0,8,2.2419841444615725,53,12,0.029377242359941616,-0.004726915787816701,-0.9999888280711614
12,0,7,2.2419841444615725,53,12,0.029377242359941616,0.7313537016191706,-0.6819983600624984
4,17,0,2.2419841444615725,77,20,0.8035153388989912,-0.004726915787816701,-0.9999888280711614
3,19,3,2.2419841444615725,46,8,0.4414807386200194,-0.004726915787816701,-0.9999888280711614
5,3,7,2.2419841444615725,68,16,0.7911261837670535,0.7343225094356858,-0.6788007455329416
14,1,0,3.55,50,11,0.3020936540457821,0.7688418320734596,-0.6394390019805847
6,20,4,4.85,7,1,0.017681004732141858,0.7743926440821857,-0.632705328562516
13,5,0,0.0833333333333333,18,4,0.2570168891521,0.7575649843840495,-0.6527597524627226
0,13,5,0.55,24,19,2.71579978305806,0.7402181274868322,-0.6723668074346679
8,15,4,5.683333333333334,58,15,0.5380367636186119,0.766044443118978,-0.6427876096865394
3,19,3,2.2419841444615725,46,8,0.35616830166725316,-0.004726915787816701,-0.9999888280711614
15,2,0,2.2419841444615725,40,9,0.15814436942516075,0.7163019434246544,-0.69779045984168
6,4,4,3.0,7,3,0.6144441390507044,0.7575649843840495,-0.6527597524627226
13,5,0,0.0833333333333333,18,4,0.13192791500172646,0.7575649843840495,-0.6527597524627226
1,6,0,-0.2833333333333333,8,0,0.5323711201340527,0.7518398074789774,-0.6593458151000688
1,6,0,-0.2833333333333333,1,0,0.47533591207510206,0.7518398074789774,-0.6593458151000688
16,9,0,2.2419841444615725,46,10,0.2715777201011044,-0.004726915787816701,-0.9999888280711614
3,19,3,2.2419841444615725,38,8,0.20854929856220697,-0.004726915787816701,-0.9999888280711614
15,2,0,2.2419841444615725,39,9,0.004020912979165194,0.7163019434246544,-0.69779045984168
13,5,0,0.0833333333333333,17,4,0.02580091142732784,0.7575649843840495,-0.6527597524627226
9,0,7,2.2419841444615725,60,12,0.8159915471197601,-0.004726915787816701,-0.9999888280711614
14,1,0,3.55,51,11,0.0352983345491068,0.7688418320734596,-0.6394390019805847
1,6,0,-0.2833333333333333,1,0,0.38865138688909034,0.7518398074789774,-0.6593458151000688
11,5,4,5.7,54,4,0.8507173874448142,0.760405965600031,-0.6494480483301835
8,15,4,5.683333333333334,64,15,0.42456382037566487,0.766044443118978,-0.6427876096865394
4,17,0,2.2419841444615725,93,20,0.4007087436076821,-0.004726915787816701,-0.9999888280711614
14,4,0,4.783333333333333,51,3,0.7980893003823053,0.760405965600031,-0.6494480483301835
11,5,4,5.7,55,4,0.7895130974350387,0.760405965600031,-0.6494480483301835
5,3,7,2.2419841444615725,70,16,0.4045417093191455,0.7343225094356858,-0.6788007455329416
9,0,7,2.2419841444615725,60,12,0.7456919113804852,-0.004726915787816701,-0.9999888280711614
16,9,0,2.2419841444615725,46,10,0.11557147444045272,-0.004726915787816701,-0.9999888280711614
9,0,7,2.2419841444615725,59,12,0.7168483482684948,-0.004726915787816701,-0.9999888280711614
6,4,4,3.0,4,3,0.5551602518773063,0.7575649843840495,-0.6527597524627226
3,19,3,2.2419841444615725,36,8,0.008224852642312357,-0.004726915787816701,-0.9999888280711614
4,17,0,2.2419841444615725,94,20,0.14628451553279603,-0.004726915787816701,-0.9999888280711614
2,11,2,2.2419841444615725,28,7,0.005948446008291623,-0.004726915787816701,-0.9999888280711614
5,3,7,2.2419841444615725,71,16,0.19900331630685908,0.7343225094356858,-0.6788007455329416
9,0,7,2.2419841444615725,59,12,0.65328313854842,-0.004726915787816701,-0.9999888280711614
0,13,5,0.55,34,19,1.8018730124556945,0.7402181274868322,-0.6723668074346679
9,0,7,2.2419841444615725,61,12,0.4766575491904779,-0.004726915787816701,-0.9999888280711614
6,4,4,3.0,4,3,0.4761472693247533,0.7575649843840495,-0.6527597524627226
8,15,4,5.683333333333334,64,15,0.25010080950920416,0.766044443118978,-0.6427876096865394
4,17,0,2.2419841444615725,94,20,0.017464182345392487,-0.004726915787816701,-0.9999888280711614
16,9,0,2.2419841444615725,43,10,0.007231086090703692,-0.004726915787816701,-0.9999888280711614
5,3,7,2.2419841444615725,71,16,0.1579829066969842,0.7343225094356858,-0.6788007455329416
9,0,7,2.2419841444615725,61,12,0.3512682702320554,-0.004726915787816701,-0.9999888280711614
13,10,0,1.0166666666666666,19,13,0.7816350864213394,0.7402181274868322,-0.6723668074346679
4,21,0,2.2419841444615725,91,18,1.144157735342204,-0.004726915787816701,-0.9999888280711614
14,4,0,4.783333333333333,51,3,0.7545605384745997,0.760405965600031,-0.6494480483301835
6,4,4,3.0,11,3,0.37189468411035304,0.7575649843840495,-0.6527597524627226
11,5,4,5.7,57,4,0.573487774439353,0.760405965600031,-0.6494480483301835
9,0,7,2.2419841444615725,62,12,0.20742827533768246,-0.004726915787816701,-0.9999888280711614
3,2,6,2.2419841444615725,37,9,0.4384299689843386,-0.004726915787816701,-0.9999888280711614
1,6,0,-0.2833333333333333,2,0,0.0009529825774679866,0.7518398074789774,-0.6593458151000688
14,4,0,4.783333333333333,47,3,0.32617994454361776,0.760405965600031,-0.6494480483301835
5,3,9,2.2419841444615725,69,16,0.004529104999392558,-0.004726915787816701,-0.9999888280711614
16,18,0,2.2419841444615725,43,6,0.7799660585131635,-0.004726915787816701,-0.9999888280711614
9,0,7,2.2419841444615725,53,12,0.07153681281372641,-0.004726915787816701,-0.9999888280711614
7,7,4,4.45,53,14,0.8968545021424646,0.7489557207890023,-0.6626200482157373
2,1,0,2.2419841444615725,31,11,0.6000100161683368,-0.004726915787816701,-0.9999888280711614
0,13,5,0.55,32,19,0.8210441000217205,0.7402181274868322,-0.6723668074346679
7,7,4,4.45,53,14,0.8758666367786564,0.7489557207890023,-0.6626200482157373
6,4,4,3.0,9,3,0.17589622822705833,0.7575649843840495,-0.6527597524627226
4,21,0,2.2419841444615725,90,18,0.9949270335851392,-0.004726915787816701,-0.9999888280711614
7,7,4,4.45,52,14,0.7281925591880485,0.7489557207890023,-0.6626200482157373
8,15,4,5.683333333333334,63,15,0.014046779692538853,0.766044443118978,-0.6427876096865394
2,1,0,2.2419841444615725,31,11,0.530405429288452,-0.004726915787816701,-0.9999888280711614
6,4,4,3.0,10,3,0.008797020038364727,0.7575649843840495,-0.6527597524627226
3,2,6,2.2419841444615725,41,9,0.294831662353444,-0.004726915787816701,-0.9999888280711614
2,1,0,2.2419841444615725,31,11,0.44594695473787466,-0.004726915787816701,-0.9999888280711614
8,10,4,4.233333333333333,63,13,0.9594665414670115,0.7518398074789774,-0.6593458151000688
4,21,0,2.2419841444615725,96,18,0.7384346344085343,-0.004726915787816701,-0.9999888280711614
13,10,0,1.0166666666666666,57,13,0.4620798762482974,0.7402181274868322,-0.6723668074346679
1,12,0,-0.7,3,5,0.4291916693396745,0.7431448254773942,-0.6691306063588582
3,2,6,2.2419841444615725,39,9,0.14402959811979707,-0.004726915787816701,-0.9999888280711614
16,18,0,2.2419841444615725,42,6,0.7504268448916296,-0.004726915787816701,-0.9999888280711614
1,12,0,-0.7,21,5,0.24228980258410984,0.7431448254773942,-0.6691306063588582
14,4,0,4.783333333333333,10,3,0.009145713963710096,0.760405965600031,-0.6494480483301835
8,10,4,4.233333333333333,63,13,0.9327459189929194,0.7518398074789774,-0.6593458151000688
6,1,4,4.016666666666667,10,11,0.7892331568871865,0.7431448254773942,-0.6691306063588582
11,5,4,5.7,16,4,0.30459878449086975,0.760405965600031,-0.6494480483301835
0,13,5,0.55,87,19,0.32188880983789403,0.7402181274868322,-0.6723668074346679
7,7,4,4.45,61,14,0.5605181595336688,0.7489557207890023,-0.6626200482157373
2,1,0,2.2419841444615725,50,11,0.3020936540457821,-0.004726915787816701,-0.9999888280711614
9,0,7,2.2419841444615725,53,12,0.053646148063590304,-0.004726915787816701,-0.9999888280711614
8,10,4,4.233333333333333,66,13,0.7278625440888198,0.7518398074789774,-0.6593458151000688
1,12,0,-0.7,20,5,0.011159593823019271,0.7431448254773942,-0.6691306063588582
16,18,0,2.2419841444615725,44,6,0.5497019903953301,-0.004726915787816701,-0.9999888280711614
3,2,6,2.2419841444615725,39,9,0.0036920937296067357,-0.004726915787816701,-0.9999888280711614
9,0,7,2.2419841444615725,53,12,0.03019874609632368,-0.004726915787816701,-0.9999888280711614
13,10,0,1.0166666666666666,55,13,0.28767263571111257,0.7402181274868322,-0.6723668074346679
9,0,7,2.2419841444615725,53,12,0.011127248895432148,-0.004726915787816701,-0.9999888280711614
11,5,4,5.7,17,4,0.02605401732023774,0.760405965600031,-0.6494480483301835
8,10,4,4.233333333333333,67,13,0.43631567859746156,0.7518398074789774,-0.6593458151000688
13,10,0,1.0166666666666666,55,13,0.2560312398298244,0.7402181274868322,-0.6723668074346679
16,18,0,2.2419841444615725,27,6,0.23091463599441536,-0.004726915787816701,-0.9999888280711614
2,1,0,2.2419841444615725,51,11,0.0352983345491068,-0.004726915787816701,-0.9999888280711614
4,21,0,2.2419841444615725,83,18,0.004324574004727584,-0.004726915787816701,-0.9999888280711614
13,10,0,1.0166666666666666,55,13,0.16998844376490818,0.7402181274868322,-0.6723668074346679
9,0,9,2.2419841444615725,53,12,0.029188027310104267,-0.004726915787816701,-0.9999888280711614
2,4,0,2.2419841444615725,51,3,0.7980893003823053,-0.004726915787816701,-0.9999888280711614
8,10,4,4.233333333333333,54,13,0.13318376946057583,0.7518398074789774,-0.6593458151000688
14,20,0,3.95,9,1,0.6010104451473044,0.7489557207890023,-0.6626200482157373
6,1,4,4.016666666666667,48,11,0.7250803381516869,0.7431448254773942,-0.6691306063588582
